,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000116815,66.99150519,0.8012091,0.230428971,3.477032847,0.000506996,0.011925209
ENSG00000159248,1446.515272,-0.800823748,0.230337435,-3.476741628,0.000507547,0.011925455
ENSG00000171202,583.8540431,-0.424456276,0.122140476,-3.475148375,0.000510571,0.01198375
ENSG00000073331,55.3348256,1.156201472,0.33277332,3.474441618,0.000511918,0.011989853
ENSG00000171126,142.3209082,-0.725620668,0.208838548,-3.474553316,0.000511705,0.011989853
ENSG00000026751,11.88755326,2.299357085,0.66186709,3.474046557,0.000512672,0.011994787
ENSG00000141380,1402.473198,-0.35542178,0.10233778,-3.473026081,0.000514625,0.012027732
ENSG00000107281,579.1822692,0.611174182,0.176030242,3.471983997,0.000516627,0.01206174
ENSG00000067715,163.7059921,0.960169367,0.276710811,3.469938037,0.000520578,0.012115588
ENSG00000108846,90.64007999,1.545567654,0.445370193,3.470298821,0.00051988,0.012115588
ENSG00000183155,263.5266861,-0.37261387,0.107383476,-3.469936746,0.000520581,0.012115588
ENSG00000177989,7.392110449,1.649120431,0.475322717,3.46947531,0.000521476,0.01212363
ENSG00000134516,21.70026465,1.576160167,0.454428721,3.468443108,0.000523483,0.012157488
ENSG00000184009,14827.03778,-0.299140785,0.086271271,-3.467443804,0.000525434,0.012189949
ENSG00000155304,1671.515646,-0.527419655,0.152132043,-3.466854472,0.000526587,0.012203873
ENSG00000233608,3.371974422,2.170047972,0.626151805,3.465689879,0.000528873,0.012243991
ENSG00000167286,12.55948703,1.572471047,0.453830937,3.464882887,0.000530462,0.012267917
ENSG00000239789,275.631045,-0.50221884,0.144972714,-3.464230094,0.000531751,0.012284851
ENSG00000091164,1728.32212,-0.289023964,0.083499798,-3.461373233,0.000537427,0.012399431
ENSG00000111845,555.6284304,-0.362035397,0.104603995,-3.461009293,0.000538154,0.012399431
ENSG00000118257,86.31979917,0.864391,0.249800428,3.460326342,0.000539521,0.012399431
ENSG00000138622,20.40158606,-0.966984188,0.279448369,-3.460332199,0.000539509,0.012399431
ENSG00000230836,3.469315165,3.12380529,0.902624512,3.460802634,0.000538568,0.012399431
ENSG00000132341,3264.500498,-0.335528375,0.096984126,-3.459621576,0.000540935,0.01241899
ENSG00000234675,3.713593473,1.45600463,0.420973852,3.458658113,0.000542874,0.012450539
ENSG00000180423,129.0628223,-0.522194603,0.151012584,-3.457954219,0.000544294,0.012470151
ENSG00000130303,147.6317566,1.016864319,0.294103254,3.457507876,0.000545196,0.012477869
ENSG00000184992,414.4227306,-0.278749344,0.080652499,-3.456177393,0.000547895,0.012526631
ENSG00000078668,3015.192193,-0.326136046,0.09440521,-3.454640318,0.000551027,0.012585215
ENSG00000124212,29.79297711,1.648733733,0.477443258,3.453255867,0.000553863,0.012623851
ENSG00000167840,207.3908362,-0.503502694,0.145795176,-3.45349351,0.000553376,0.012623851
ENSG00000167851,17.57222045,1.559969555,0.451840709,3.452476779,0.000555465,0.012647297
ENSG00000120694,1507.795833,-0.392668884,0.113773259,-3.451328434,0.000557834,0.012688142
ENSG00000109756,432.0842379,0.294883648,0.085456362,3.450692728,0.00055915,0.012691895
ENSG00000151247,863.1938463,-0.387263117,0.11222103,-3.450896106,0.000558729,0.012691895
ENSG00000089280,847.9063362,0.469956387,0.136219708,3.449988226,0.000560611,0.012711984
ENSG00000197253,35.63957592,1.334735862,0.387023872,3.448717147,0.000563256,0.012758856
ENSG00000114554,49.71855174,0.754889976,0.218997843,3.447020142,0.000566806,0.012799844
ENSG00000167232,1992.507719,-0.34382449,0.099744441,-3.447054174,0.000566735,0.012799844
ENSG00000265808,1885.22403,-0.412336368,0.119608332,-3.447388321,0.000566034,0.012799844
ENSG00000119333,179.9978323,0.538615272,0.156279746,3.446481621,0.000567937,0.012812268
ENSG00000120327,86.59849933,0.531806061,0.154356311,3.44531467,0.000570395,0.0128224
ENSG00000250698,12.47511441,1.044707105,0.303237879,3.445173497,0.000570693,0.0128224
ENSG00000276250,9.067653267,1.076710546,0.31252801,3.445164949,0.000570711,0.0128224
ENSG00000278041,895.9879446,0.611695484,0.177544271,3.445312431,0.0005704,0.0128224
ENSG00000228536,19.81766291,2.045491142,0.593830144,3.444572768,0.000571963,0.012837449
ENSG00000100422,1655.196988,0.405250569,0.11766695,3.444047535,0.000573075,0.012849342
ENSG00000242100,10.46835474,1.171280884,0.340433243,3.440559663,0.000580512,0.013002889
ENSG00000102753,587.9465746,-0.302820095,0.088038416,-3.439635902,0.000582497,0.013020909
ENSG00000139697,1722.137901,-0.204400194,0.059423526,-3.439718349,0.00058232,0.013020909
ENSG00000205090,5.6042706,1.107202118,0.321925644,3.439310101,0.000583199,0.013023395
ENSG00000134028,8.12025942,2.78166234,0.808954804,3.43858807,0.000584756,0.013031796
ENSG00000137491,47.56050206,1.120973485,0.325994707,3.438624802,0.000584677,0.013031796
ENSG00000131187,18.63386627,1.08076244,0.314362889,3.437945378,0.000586146,0.013036429
ENSG00000240864,8.976752824,2.17746399,0.633328531,3.438127108,0.000585753,0.013036429
ENSG00000110721,307.9212245,0.437073495,0.127201653,3.436067732,0.000590223,0.013100703
ENSG00000197956,1627.588376,0.548832952,0.159724039,3.436132435,0.000590082,0.013100703
ENSG00000131475,1131.88602,-0.304358963,0.08862781,-3.434124818,0.00059447,0.013181709
ENSG00000105643,193.3125537,0.504843084,0.147044643,3.433264029,0.000596361,0.013185084
ENSG00000108406,690.4929549,-0.260004496,0.075731536,-3.433239426,0.000596415,0.013185084
ENSG00000129990,153.6183308,0.712207224,0.207444678,3.433239315,0.000596415,0.013185084
ENSG00000141434,7.317746962,1.776000621,0.517372327,3.432732149,0.000597532,0.013196547
ENSG00000064961,31.47908925,0.693779284,0.202390753,3.427919875,0.000608225,0.013419267
ENSG00000148925,608.5941906,-0.360861709,0.105280519,-3.427620934,0.000608895,0.01342063
ENSG00000123444,192.7802232,-0.550099943,0.160510301,-3.427194007,0.000609853,0.013428334
ENSG00000021645,130.8664009,0.798960474,0.233308383,3.424482504,0.000615972,0.013511077
ENSG00000048544,769.0985358,-0.394221315,0.115100742,-3.425011078,0.000614774,0.013511077
ENSG00000099194,3629.137007,-0.405935065,0.118544261,-3.424333346,0.00061631,0.013511077
ENSG00000117122,25.79842662,1.632184281,0.476702767,3.423903521,0.000617285,0.013511077
ENSG00000129473,752.3412572,-0.248248957,0.072488625,-3.424660872,0.000615567,0.013511077
ENSG00000171132,559.0150729,0.371095452,0.108375944,3.424149662,0.000616726,0.013511077
ENSG00000113721,174.784328,1.064280354,0.310916974,3.42303715,0.000619256,0.013513994
ENSG00000120265,2235.889598,-0.309287135,0.090350334,-3.423198597,0.000618888,0.013513994
ENSG00000256004,6.063503515,-1.467228023,0.428608265,-3.423237817,0.000618799,0.013513994
ENSG00000197766,36.45305518,0.894529378,0.26147731,3.421059285,0.000623777,0.013599209
ENSG00000101400,101.2943846,0.511162274,0.149492763,3.419311161,0.000627799,0.01366347
ENSG00000139618,27.31257643,1.073152261,0.313856972,3.419239836,0.000627964,0.01366347
ENSG00000104361,343.569614,0.368107417,0.10767502,3.418689108,0.000629236,0.013677664
ENSG00000074696,3963.123703,-0.366150144,0.107151145,-3.417137024,0.000632834,0.013742343
ENSG00000172023,6782.074601,2.448779063,0.716845642,3.41604792,0.000635371,0.013770317
ENSG00000250361,4.648264162,1.771355493,0.518499434,3.416311335,0.000634756,0.013770317
ENSG00000163938,1726.351187,-0.422831496,0.123793685,-3.41561442,0.000636383,0.01377872
ENSG00000154229,622.373407,-0.472600847,0.138390684,-3.414975881,0.000637877,0.013797521
ENSG00000145284,2768.923113,-0.509948064,0.149504536,-3.410920361,0.00064744,0.013990665
ENSG00000165300,23.8594837,1.576427451,0.462320501,3.409815157,0.000650069,0.014023774
ENSG00000251003,5.023492573,1.691056629,0.495948548,3.409742071,0.000650243,0.014023774
ENSG00000164932,51.4173468,0.851537723,0.249777006,3.409191812,0.000651557,0.01403837
ENSG00000146083,116.3496507,0.532878396,0.156399803,3.407155156,0.000656438,0.014115976
ENSG00000198146,216.2251337,-0.485124824,0.14237392,-3.407399507,0.000655851,0.014115976
ENSG00000134698,187.3397728,0.360061391,0.105707998,3.406188718,0.000658766,0.014146898
ENSG00000173334,372.4254148,-0.545215124,0.16007367,-3.406026264,0.000659158,0.014146898
ENSG00000168092,4186.748783,-0.391356646,0.114936063,-3.404994368,0.000661654,0.014186663
ENSG00000139146,732.9351985,-0.383866662,0.112784128,-3.403552165,0.000665157,0.014239125
ENSG00000170801,42.00684419,1.26135036,0.370608706,3.403455827,0.000665392,0.014239125
ENSG00000198015,2177.602154,-0.425360064,0.125001021,-3.402852716,0.000666862,0.014256764
ENSG00000145817,1605.701407,-0.364969669,0.107348868,-3.399846465,0.000674237,0.014400475
ENSG00000106976,366.5027035,0.522162169,0.15367645,3.397802137,0.000679295,0.014480476
ENSG00000177613,416.3063136,-0.414839323,0.122088899,-3.397846376,0.000679185,0.014480476
ENSG00000115540,477.6598019,-0.42977219,0.126525036,-3.396736349,0.000681946,0.014522956
ENSG00000108384,476.874747,-0.367576069,0.108292217,-3.394298125,0.000688047,0.01459538
ENSG00000125675,1921.505049,0.370923965,0.109266517,3.3946718,0.000687109,0.01459538
ENSG00000132286,817.1550906,-0.393131242,0.115829315,-3.394056526,0.000688655,0.01459538
ENSG00000157470,18.66263394,1.062287643,0.312908417,3.394883567,0.000686578,0.01459538
ENSG00000237596,37.06265512,0.721463821,0.212543051,3.394436178,0.000687701,0.01459538
ENSG00000151067,1192.76298,0.481952593,0.142103621,3.391557449,0.000694966,0.014705433
ENSG00000171587,199.3812116,0.554181691,0.16340443,3.391472871,0.00069518,0.014705433
ENSG00000100097,610.4856919,1.056721263,0.311632376,3.390922584,0.000696578,0.014706789
ENSG00000148053,369.777948,1.002038307,0.295495664,3.391042332,0.000696273,0.014706789
ENSG00000157985,240.419477,0.395425755,0.11666658,3.389366137,0.000700544,0.01477076
ENSG00000213593,1324.79023,-0.313487197,0.092495692,-3.389208612,0.000700947,0.01477076
ENSG00000114784,2275.996955,-0.348452755,0.102825972,-3.388762097,0.000702089,0.014780714
ENSG00000126870,391.3266768,0.432429384,0.127618687,3.388448771,0.000702892,0.014783505
ENSG00000062598,1047.125746,-0.373673038,0.110288866,-3.388130194,0.000703709,0.014786592
ENSG00000223802,24.87917286,0.901154748,0.266023583,3.387499481,0.000705329,0.01480653
ENSG00000169129,44.7911534,1.128444621,0.333156513,3.387130606,0.000706278,0.014812359
ENSG00000095970,26.92881644,2.097687252,0.619865573,3.384100269,0.000714119,0.014962594
ENSG00000124942,681.9459571,0.76156166,0.225094846,3.383292311,0.000716224,0.014992448
ENSG00000053254,535.2279109,0.230165105,0.068056634,3.381964286,0.000719695,0.015036582
ENSG00000116030,2404.231655,-0.365311297,0.108015151,-3.382037546,0.000719503,0.015036582
ENSG00000102524,90.91815578,0.653884847,0.193394936,3.381085673,0.000722,0.015057325
ENSG00000258490,20.67054813,0.927228341,0.274241444,3.381065705,0.000722053,0.015057325
ENSG00000053108,158.7617276,0.957574921,0.283267961,3.380456151,0.000723656,0.015076513
ENSG00000126861,24.5809047,1.10243692,0.326205348,3.379579538,0.000725968,0.015110407
ENSG00000198829,52.22729516,2.414998043,0.714804461,3.378543609,0.000728709,0.015153158
ENSG00000146416,2093.027625,-0.298849386,0.088509139,-3.376480529,0.000734196,0.015210035
ENSG00000165672,5685.731396,-0.424266507,0.125644038,-3.376734088,0.000733519,0.015210035
ENSG00000166454,670.4107942,-0.284463832,0.084248127,-3.376500367,0.000734143,0.015210035
ENSG00000183048,32.30334139,0.698002455,0.20672499,3.376478365,0.000734201,0.015210035
ENSG00000173702,245.6143647,1.165600167,0.345326011,3.375361623,0.000737188,0.01524327
ENSG00000260941,36.28533912,-0.789726336,0.233959395,-3.375484612,0.000736858,0.01524327
ENSG00000168405,90.02982403,0.998893138,0.296196933,3.372395272,0.000745174,0.015393987
ENSG00000067533,626.5425825,-0.405895955,0.120371109,-3.372038013,0.000746141,0.015399551
ENSG00000175745,40.26811791,1.170737024,0.347296799,3.370998596,0.000748962,0.015443325
ENSG00000265666,5.454766409,1.535044194,0.455645256,3.368945852,0.000754563,0.015544269
ENSG00000119231,1147.188553,-0.362763657,0.107688506,-3.368638588,0.000755404,0.01554709
ENSG00000215559,10.50539676,1.592869581,0.472937309,3.368035363,0.000757059,0.015552132
ENSG00000235531,37.51833125,1.249307299,0.370922213,3.368111307,0.00075685,0.015552132
ENSG00000108946,5216.660169,-0.308061061,0.091498465,-3.36684402,0.000760337,0.015561129
ENSG00000118496,316.4414824,-0.363207438,0.107891223,-3.366422478,0.0007615,0.015561129
ENSG00000138674,4040.069157,-0.194555362,0.057796312,-3.366224521,0.000762047,0.015561129
ENSG00000140382,357.9644833,-0.412326218,0.122475576,-3.366599546,0.000761011,0.015561129
ENSG00000142235,5.71501304,1.510229933,0.448660755,3.366084326,0.000762434,0.015561129
ENSG00000163040,34.74489543,0.805981899,0.239382304,3.36692348,0.000760118,0.015561129
ENSG00000235050,13.33485509,1.264986944,0.375687602,3.367124536,0.000759564,0.015561129
ENSG00000196132,274.8620583,0.319835512,0.09503047,3.365610125,0.000763746,0.015573496
ENSG00000132196,216.1087229,-0.405194135,0.120417622,-3.364907296,0.000765694,0.015573915
ENSG00000198915,278.8933127,0.454155062,0.134970823,3.364838789,0.000765884,0.015573915
ENSG00000224431,4.722931149,1.799034056,0.534633566,3.364985235,0.000765478,0.015573915
ENSG00000125814,693.0636809,-0.29732366,0.088400909,-3.363355239,0.000770012,0.015618143
ENSG00000157933,67.61961211,0.565044392,0.168003266,3.363294096,0.000770183,0.015618143
ENSG00000183208,185.0389092,-0.409374406,0.121701742,-3.363751417,0.000768908,0.015618143
ENSG00000123384,270.1836606,0.651012036,0.193696176,3.360995803,0.00077662,0.015709503
ENSG00000131435,32.71994027,0.649179628,0.193165234,3.360747767,0.000777318,0.015709503
ENSG00000161544,16.67230998,1.113446429,0.331316779,3.360670213,0.000777536,0.015709503
ENSG00000250461,20.16939592,0.940097587,0.279714821,3.360914467,0.000776849,0.015709503
ENSG00000141934,30.17478683,1.399424479,0.41645323,3.360340079,0.000778466,0.015713899
ENSG00000030304,10.9185225,0.981617793,0.292145823,3.360026797,0.000779349,0.015717349
ENSG00000155886,174.2006955,1.181476868,0.351669645,3.359621406,0.000780493,0.015726053
ENSG00000150782,38.5221048,1.318474801,0.392510588,3.359080858,0.000782022,0.01574247
ENSG00000067057,331.9281059,0.515172103,0.153402637,3.358300175,0.000784234,0.01575991
ENSG00000188895,968.5809435,0.26528386,0.078994179,3.358270997,0.000784317,0.01575991
ENSG00000136732,34.976599,1.088854396,0.324329967,3.357242644,0.00078724,0.015804253
ENSG00000123472,488.7260949,0.206472499,0.06152007,3.356181115,0.000790268,0.01585062
ENSG00000135469,399.2930168,-0.30198624,0.089990768,-3.3557469,0.00079151,0.015861107
ENSG00000076554,4955.163299,-0.365092386,0.10884719,-3.354173738,0.000796024,0.015879448
ENSG00000103490,14.02387175,1.034914531,0.308511845,3.35453743,0.000794978,0.015879448
ENSG00000140379,15.54440893,1.937212422,0.577383855,3.355155165,0.000793205,0.015879448
ENSG00000166532,1319.425724,-0.350539554,0.104508254,-3.354180547,0.000796004,0.015879448
ENSG00000257259,78.28772374,0.976390176,0.291086445,3.354296263,0.000795671,0.015879448
ENSG00000116396,443.1501453,0.490341006,0.146201952,3.353860879,0.000796924,0.015883052
ENSG00000114450,119.1908302,0.528147696,0.157503766,3.353238522,0.000798718,0.015898385
ENSG00000163823,21.21793047,1.436798007,0.428499134,3.35309431,0.000799135,0.015898385
ENSG00000162078,15.38961142,1.833729198,0.547266875,3.3507038,0.000806065,0.016007386
ENSG00000186998,12.50638952,1.215811614,0.36283839,3.350835107,0.000805683,0.016007386
ENSG00000064393,2450.111576,-0.190951204,0.05700072,-3.349978825,0.000808177,0.016020501
ENSG00000211644,19.1675902,1.94517715,0.580614496,3.350204244,0.00080752,0.016020501
ENSG00000009307,7020.433163,-0.342481512,0.102272923,-3.348701712,0.000811912,0.016065654
ENSG00000100644,1736.404849,-0.27857826,0.083187909,-3.348783058,0.000811673,0.016065654
ENSG00000110448,227.2884235,0.956333212,0.285605632,3.348439616,0.00081268,0.016066448
ENSG00000130592,21.30602429,1.311262757,0.391704619,3.347580529,0.000815203,0.016101901
ENSG00000237940,70.35048093,0.840466592,0.251142427,3.346573512,0.00081817,0.016146047
ENSG00000225138,49.20086324,0.891860457,0.26659914,3.345323827,0.000821866,0.016190017
ENSG00000229816,20.76637639,1.110788878,0.332020124,3.345546846,0.000821205,0.016190017
ENSG00000162804,252.568369,0.627905616,0.187717647,3.34494719,0.000822982,0.016197556
ENSG00000107819,112.6401846,0.545643129,0.163227894,3.34283018,0.000829286,0.016269805
ENSG00000113583,1761.907803,-0.299590146,0.089613056,-3.343152863,0.000828323,0.016269805
ENSG00000165121,141.6969811,0.447436749,0.133841463,3.343035409,0.000828673,0.016269805
ENSG00000177706,99.84523346,0.614875327,0.183944377,3.342724242,0.000829603,0.016269805
ENSG00000167642,5792.948419,0.371822321,0.1112466,3.342325262,0.000830796,0.016276681
ENSG00000277969,65.39571346,0.396808099,0.118729672,3.342113999,0.000831429,0.016276681
ENSG00000170369,19.78185777,1.590873205,0.47608038,3.341606315,0.000832951,0.016292021
ENSG00000123560,20.76833549,1.586267929,0.474795128,3.340952417,0.000834915,0.016315976
ENSG00000262246,127.2835868,0.541620776,0.162174766,3.339735206,0.000838583,0.016373149
ENSG00000064309,121.0346679,0.514842613,0.154187992,3.339057776,0.000840631,0.016398618
ENSG00000160445,265.0346043,0.415555697,0.124491407,3.338027152,0.000843755,0.016445024
ENSG00000099246,2616.213959,-0.365545661,0.109574809,-3.336037399,0.000849817,0.016514812
ENSG00000106536,384.1092894,0.557829875,0.167188696,3.336528658,0.000848317,0.016514812
ENSG00000137486,94.97349881,0.702158414,0.210487356,3.335869795,0.00085033,0.016514812
ENSG00000198729,330.7510834,-0.445459842,0.133528834,-3.336057294,0.000849756,0.016514812
ENSG00000134574,451.6684042,0.351911121,0.105515062,3.33517427,0.00085246,0.01652199
ENSG00000135298,159.0102155,1.081695495,0.324323385,3.335237437,0.000852266,0.01652199
